INDEX_NAME,HistoricalDate,OPEN,CLOSE,daily_change,daily_change_perc,year
Nifty 50,29-12-2023,21737.65,21731.4,-6.25,-0.028751958,2023
Nifty 50,28-12-2023,21715,21778.7,63.70000000000073,0.29334561363113393,2023
Nifty 50,27-12-2023,21497.65,21654.75,157.09999999999854,0.7307775501043069,2023
Nifty 50,26-12-2023,21365.2,21441.35,76.14999999999782,0.35642072154717863,2023
Nifty 50,22-12-2023,21295.85,21349.4,53.55000000000291,0.2514574435864401,2023
Nifty 50,21-12-2023,21033.95,21255.05,221.09999999999854,1.051157771127147,2023
Nifty 50,20-12-2023,21543.5,21150.15,-393.35,-1.825840741,2023
Nifty 50,19-12-2023,21477.65,21453.1,-24.55,-0.11430487,2023
Nifty 50,18-12-2023,21434.8,21418.65,-16.15,-0.075344766,2023
Nifty 50,15-12-2023,21287.45,21456.65,169.20000000000073,0.7948345151720884,2023
Nifty 50,14-12-2023,21110.4,21182.7,72.29999999999927,0.34248522055479413,2023
Nifty 50,13-12-2023,20929.75,20926.35,-3.4,-0.016244819,2023
Nifty 50,12-12-2023,21018.55,20906.4,-112.15,-0.533576293,2023
Nifty 50,11-12-2023,20965.3,20997.1,31.799999999999272,0.15167920325489867,2023
Nifty 50,08-12-2023,20934.1,20969.4,35.30000000000291,0.1686243975141177,2023
Nifty 50,07-12-2023,20932.4,20901.15,-31.25,-0.149290096,2023
Nifty 50,06-12-2023,20950.75,20937.7,-13.05,-0.06228894,2023
Nifty 50,05-12-2023,20808.9,20855.1,46.19999999999709,0.22202038550810993,2023
Nifty 50,04-12-2023,20601.95,20686.8,84.84999999999854,0.4118542176832705,2023
Nifty 50,01-12-2023,20194.1,20267.9,73.80000000000291,0.36545327595685334,2023
Nifty 50,30-11-2023,20108.5,20133.15,24.650000000001455,0.12258497650248132,2023
Nifty 50,29-11-2023,19976.55,20096.6,120.04999999999927,0.6009546192911153,2023
Nifty 50,28-11-2023,19844.65,19889.7,45.04999999999927,0.22701332600977728,2023
Nifty 50,24-11-2023,19809.6,19794.7,-14.9,-0.075216057,2023
Nifty 50,23-11-2023,19828.45,19802,-26.45,-0.133394189,2023
Nifty 50,22-11-2023,19784,19811.85,27.849999999998545,0.1407703194500533,2023
Nifty 50,21-11-2023,19770.9,19783.4,12.5,0.063224234,2023
Nifty 50,20-11-2023,19731.15,19694,-37.15,-0.188280967,2023
Nifty 50,17-11-2023,19674.75,19731.8,57.04999999999927,0.2899655650008222,2023
Nifty 50,16-11-2023,19674.7,19765.2,90.5,0.45998160073597055,2023
Nifty 50,15-11-2023,19651.4,19675.45,24.049999999999272,0.12238313809702754,2023
Nifty 50,13-11-2023,19486.75,19443.55,-43.2,-0.221689096,2023
Nifty 50,12-11-2023,19547.25,19525.55,-21.7,-0.111013058,2023
Nifty 50,10-11-2023,19351.85,19425.35,73.5,0.3798086487855166,2023
Nifty 50,09-11-2023,19457.4,19395.3,-62.1,-0.319158778,2023
Nifty 50,08-11-2023,19449.6,19443.5,-6.1,-0.031363113,2023
Nifty 50,07-11-2023,19404.05,19406.7,2.650000000001455,0.013656942751649555,2023
Nifty 50,06-11-2023,19345.85,19411.75,65.90000000000146,0.34064153293859645,2023
Nifty 50,03-11-2023,19241,19230.6,-10.4,-0.054051245,2023
Nifty 50,02-11-2023,19120,19133.25,13.25,0.069299163,2023
Nifty 50,01-11-2023,19064.05,18989.15,-74.9,-0.392886087,2023
Nifty 50,31-10-2023,19232.95,19079.6,-153.35,-0.797329583,2023
Nifty 50,30-10-2023,19053.4,19140.9,87.5,0.45923562198872636,2023
Nifty 50,27-10-2023,18928.75,19047.25,118.5,0.6260318298883973,2023
Nifty 50,26-10-2023,19027.25,18857.25,-170,-0.893455439,2023
Nifty 50,25-10-2023,19286.45,19122.15,-164.3,-0.851893428,2023
Nifty 50,23-10-2023,19521.6,19281.75,-239.85,-1.228639046,2023
Nifty 50,20-10-2023,19542.15,19542.65,0.5,0.002558572,2023
Nifty 50,19-10-2023,19545.2,19624.7,79.5,0.40674948324908416,2023
Nifty 50,18-10-2023,19820.45,19671.1,-149.35,-0.753514678,2023
Nifty 50,17-10-2023,19843.2,19811.5,-31.7,-0.159752459,2023
Nifty 50,16-10-2023,19737.25,19731.75,-5.5,-0.027866091,2023
Nifty 50,13-10-2023,19654.55,19751.05,96.5,0.49098045999526835,2023
Nifty 50,12-10-2023,19822.7,19794,-28.7,-0.144783506,2023
Nifty 50,11-10-2023,19767,19811.35,44.349999999998545,0.22436383872109347,2023
Nifty 50,10-10-2023,19565.6,19689.85,124.25,0.6350431369342111,2023
Nifty 50,09-10-2023,19539.45,19512.35,-27.1,-0.138693771,2023
Nifty 50,06-10-2023,19621.2,19653.5,32.29999999999927,0.16461786231218922,2023
Nifty 50,05-10-2023,19521.85,19545.75,23.900000000001455,0.122426922,2023
Nifty 50,04-10-2023,19446.3,19436.1,-10.2,-0.052452137,2023
Nifty 50,03-10-2023,19622.4,19528.75,-93.65,-0.477260682,2023
Nifty 50,29-09-2023,19581.2,19638.3,57.099999999998545,0.29160623455150114,2023
Nifty 50,28-09-2023,19761.8,19523.55,-238.25,-1.205608801,2023
Nifty 50,27-09-2023,19637.05,19716.45,79.40000000000146,0.40433771875104185,2023
Nifty 50,26-09-2023,19682.8,19664.7,-18.1,-0.091958461,2023
Nifty 50,25-09-2023,19678.2,19674.55,-3.65,-0.018548444,2023
Nifty 50,22-09-2023,19744.85,19674.25,-70.6,-0.357561592,2023
Nifty 50,21-09-2023,19840.55,19742.35,-98.2,-0.494945957,2023
Nifty 50,20-09-2023,19980.75,19901.4,-79.35,-0.39713224,2023
Nifty 50,18-09-2023,20155.95,20133.3,-22.65,-0.112373766,2023
Nifty 50,15-09-2023,20156.45,20192.35,35.89999999999782,0.17810676,2023
Nifty 50,14-09-2023,20127.95,20103.1,-24.85,-0.123460164,2023
Nifty 50,13-09-2023,19989.5,20070,80.5,0.40271142349733613,2023
Nifty 50,12-09-2023,20110.15,19993.2,-116.95,-0.581547129,2023
Nifty 50,11-09-2023,19890,19996.35,106.34999999999854,0.5346907993966744,2023
Nifty 50,08-09-2023,19774.8,19819.95,45.150000000001455,0.2283208932580934,2023
Nifty 50,07-09-2023,19598.65,19727.05,128.39999999999782,0.6551471657486501,2023
Nifty 50,06-09-2023,19581.2,19611.05,29.849999999998545,0.15244213837762008,2023
Nifty 50,05-09-2023,19564.65,19574.9,10.25,0.052390408,2023
Nifty 50,04-09-2023,19525.05,19528.8,3.75,0.019206097,2023
Nifty 50,01-09-2023,19258.15,19435.3,177.14999999999782,0.9198702886829618,2023
Nifty 50,31-08-2023,19375.55,19253.8,-121.75,-0.628369259,2023
Nifty 50,30-08-2023,19433.45,19347.45,-86,-0.442535937,2023
Nifty 50,29-08-2023,19374.85,19342.65,-32.2,-0.166194835,2023
Nifty 50,28-08-2023,19298.35,19306.05,7.700000000000728,0.039899784,2023
Nifty 50,25-08-2023,19297.4,19265.8,-31.6,-0.16375263,2023
Nifty 50,24-08-2023,19535.15,19386.7,-148.45,-0.759912261,2023
Nifty 50,23-08-2023,19439.2,19444,4.799999999999272,0.024692374,2023
Nifty 50,22-08-2023,19417.1,19396.45,-20.65,-0.106349558,2023
Nifty 50,21-08-2023,19320.65,19393.6,72.94999999999709,0.37757528861605116,2023
Nifty 50,18-08-2023,19301.75,19310.15,8.400000000001455,0.043519370005317935,2023
Nifty 50,17-08-2023,19450.55,19365.25,-85.3,-0.43854801,2023
Nifty 50,16-08-2023,19369,19465,96,0.49563735866590947,2023
Nifty 50,14-08-2023,19383.95,19434.55,50.599999999998545,0.2610407063575718,2023
Nifty 50,11-08-2023,19554.25,19428.3,-125.95,-0.644105501,2023
Nifty 50,10-08-2023,19605.55,19543.1,-62.45,-0.318532252,2023
Nifty 50,09-08-2023,19578.8,19632.55,53.75,0.2745316362596278,2023
Nifty 50,08-08-2023,19627.2,19570.85,-56.35,-0.287101573,2023
Nifty 50,07-08-2023,19576.85,19597.3,20.450000000000728,0.10446011488058973,2023
Nifty 50,04-08-2023,19462.8,19517,54.20000000000073,0.2784799720492464,2023
Nifty 50,03-08-2023,19463.75,19381.65,-82.1,-0.421809775,2023
Nifty 50,02-08-2023,19655.4,19526.55,-128.85,-0.655545041,2023
Nifty 50,01-08-2023,19784,19733.55,-50.45,-0.255004044,2023
Nifty 50,31-07-2023,19666.35,19753.8,87.45000000000073,0.4446681768604786,2023
Nifty 50,28-07-2023,19659.75,19646.05,-13.7,-0.069685525,2023
Nifty 50,27-07-2023,19850.9,19659.9,-191,-0.962173,2023
Nifty 50,26-07-2023,19733.35,19778.3,44.95000000000073,0.2277869697745225,2023
Nifty 50,25-07-2023,19729.35,19680.6,-48.75,-0.247093797,2023
Nifty 50,24-07-2023,19748.45,19672.35,-76.1,-0.385346698,2023
Nifty 50,21-07-2023,19800.45,19745,-55.45,-0.28004414,2023
Nifty 50,20-07-2023,19831.7,19979.15,147.45000000000073,0.7435066081072259,2023
Nifty 50,19-07-2023,19802.95,19833.15,30.200000000000728,0.1525025311885387,2023
Nifty 50,18-07-2023,19787.5,19749.25,-38.25,-0.193303853,2023
Nifty 50,17-07-2023,19612.15,19711.45,99.29999999999927,0.5063187870784145,2023
Nifty 50,14-07-2023,19493.45,19564.5,71.04999999999927,0.3644814027275791,2023
Nifty 50,13-07-2023,19495.2,19413.75,-81.45,-0.41779515,2023
Nifty 50,12-07-2023,19497.45,19384.3,-113.15,-0.5803323,2023
Nifty 50,11-07-2023,19427.1,19439.4,12.30000000000291,0.063313619,2023
Nifty 50,10-07-2023,19400.35,19355.9,-44.45,-0.229119578,2023
Nifty 50,07-07-2023,19422.8,19331.8,-91,-0.468521531,2023
Nifty 50,06-07-2023,19385.7,19497.3,111.59999999999854,0.5756820749315141,2023
Nifty 50,05-07-2023,19405.95,19398.5,-7.45,-0.038390288,2023
Nifty 50,04-07-2023,19406.6,19389,-17.6,-0.090690796,2023
Nifty 50,03-07-2023,19246.5,19322.55,76.04999999999927,0.39513677811549774,2023
Nifty 50,30-06-2023,19076.85,19189.05,112.20000000000073,0.588147414,2023
Nifty 50,28-06-2023,18908.15,18972.1,63.94999999999709,0.33821394478040995,2023
Nifty 50,27-06-2023,18748.55,18817.4,68.85000000000218,0.3672283989962007,2023
Nifty 50,26-06-2023,18682.35,18691.2,8.850000000002183,0.047370914,2023
Nifty 50,23-06-2023,18741.85,18665.5,-76.35,-0.407377073,2023
Nifty 50,22-06-2023,18853.6,18771.25,-82.35,-0.436786608,2023
Nifty 50,21-06-2023,18849.4,18856.85,7.45,0.039523804,2023
Nifty 50,20-06-2023,18752.35,18816.7,64.35000000000218,0.3431569909904742,2023
Nifty 50,19-06-2023,18873.3,18755.45,-117.85,-0.624427101,2023
Nifty 50,16-06-2023,18723.3,18826,102.70000000000073,0.5485144178643762,2023
Nifty 50,15-06-2023,18774.45,18688.1,-86.35,-0.45993358,2023
Nifty 50,14-06-2023,18744.6,18755.9,11.30000000000291,0.060284028466880656,2023
Nifty 50,13-06-2023,18631.8,18716.15,84.35000000000218,0.4527206174390138,2023
Nifty 50,12-06-2023,18595.05,18601.5,6.450000000000728,0.034686650479567024,2023
Nifty 50,09-06-2023,18655.9,18563.4,-92.5,-0.495821697,2023
Nifty 50,08-06-2023,18725.35,18634.55,-90.8,-0.484904154,2023
Nifty 50,07-06-2023,18665.6,18726.4,60.80000000000291,0.32573289902281694,2023
Nifty 50,06-06-2023,18600.8,18599,-1.8,-0.009677003,2023
Nifty 50,05-06-2023,18612,18593.85,-18.15,-0.09751773,2023
Nifty 50,02-06-2023,18550.85,18534.1,-16.75,-0.090292359,2023
Nifty 50,01-06-2023,18579.4,18487.75,-91.65,-0.493288265,2023
Nifty 50,31-05-2023,18594.2,18534.4,-59.8,-0.321605662,2023
Nifty 50,30-05-2023,18606.65,18633.85,27.19999999999709,0.14618429432486282,2023
Nifty 50,29-05-2023,18619.15,18598.65,-20.5,-0.110101696,2023
Nifty 50,26-05-2023,18368.35,18499.35,131,0.7131832744911765,2023
Nifty 50,25-05-2023,18268.9,18321.15,52.25,0.2860051781990158,2023
Nifty 50,24-05-2023,18294.8,18285.4,-9.4,-0.05138072,2023
Nifty 50,23-05-2023,18362.9,18348,-14.9,-0.081141868,2023
Nifty 50,22-05-2023,18201.1,18314.4,113.30000000000291,0.6224898495146058,2023
Nifty 50,19-05-2023,18186.15,18203.4,17.25,0.094852401,2023
Nifty 50,18-05-2023,18287.5,18129.95,-157.55,-0.86151743,2023
Nifty 50,17-05-2023,18300.45,18181.75,-118.7,-0.64861793,2023
Nifty 50,16-05-2023,18432.35,18286.5,-145.85,-0.791271867,2023
Nifty 50,15-05-2023,18339.3,18398.85,59.54999999999927,0.3247125026582218,2023
Nifty 50,12-05-2023,18273.75,18314.8,41.04999999999927,0.22463916820575566,2023
Nifty 50,11-05-2023,18357.8,18297,-60.8,-0.33119437,2023
Nifty 50,10-05-2023,18313.6,18315.1,1.5,0.008190634,2023
Nifty 50,09-05-2023,18303.4,18265.95,-37.45,-0.204606794,2023
Nifty 50,08-05-2023,18120.6,18264.4,143.8000000000029,0.7935719567784892,2023
Nifty 50,05-05-2023,18117.3,18069,-48.3,-0.266596016,2023
Nifty 50,04-05-2023,18081,18255.8,174.79999999999927,0.9667606880150394,2023
Nifty 50,03-05-2023,18113.8,18089.85,-23.95,-0.132219634,2023
Nifty 50,02-05-2023,18124.8,18147.65,22.850000000002183,0.1260703566384301,2023
Nifty 50,28-04-2023,17950.4,18065,114.59999999999854,0.6384258846599437,2023
Nifty 50,27-04-2023,17813.1,17915.05,101.95000000000073,0.5723315986549267,2023
Nifty 50,26-04-2023,17767.3,17813.6,46.29999999999927,0.26059108587123125,2023
Nifty 50,25-04-2023,17761.55,17769.25,7.700000000000728,0.043352072,2023
Nifty 50,24-04-2023,17707.55,17743.4,35.85000000000218,0.20245601452489015,2023
Nifty 50,21-04-2023,17639.75,17624.05,-15.7,-0.089003529,2023
Nifty 50,20-04-2023,17638.6,17624.45,-14.15,-0.080221786,2023
Nifty 50,19-04-2023,17653.35,17618.75,-34.6,-0.195996794,2023
Nifty 50,18-04-2023,17766.6,17660.15,-106.45,-0.599157971,2023
Nifty 50,17-04-2023,17863,17706.85,-156.15,-0.874153278,2023
Nifty 50,13-04-2023,17807.3,17828,20.700000000000728,0.11624446154105748,2023
Nifty 50,12-04-2023,17759.55,17812.4,52.85000000000218,0.2975863690240022,2023
Nifty 50,11-04-2023,17704.8,17722.3,17.5,0.098843252,2023
Nifty 50,10-04-2023,17634.9,17624.05,-10.85,-0.061525725,2023
Nifty 50,06-04-2023,17533.85,17599.15,65.30000000000291,0.37242248564920377,2023
Nifty 50,05-04-2023,17422.3,17557.05,134.75,0.7734340471694323,2023
Nifty 50,03-04-2023,17427.95,17398.05,-29.9,-0.171563494,2023
Nifty 50,31-03-2023,17210.35,17359.75,149.40000000000146,0.8680822876931699,2023
Nifty 50,29-03-2023,16977.3,17080.7,103.40000000000146,0.6090485530679287,2023
Nifty 50,28-03-2023,17031.75,16951.7,-80.05,-0.47000455,2023
Nifty 50,27-03-2023,16984.3,16985.7,1.4000000000014552,0.008242907,2023
Nifty 50,24-03-2023,17076.2,16945.05,-131.15,-0.768028016,2023
Nifty 50,23-03-2023,17097.4,17076.9,-20.5,-0.119901272,2023
Nifty 50,22-03-2023,17177.45,17151.9,-25.55,-0.148741519,2023
Nifty 50,21-03-2023,17060.4,17107.5,47.099999999998545,0.27607793486670035,2023
Nifty 50,20-03-2023,17066.6,16988.4,-78.2,-0.458204915,2023
Nifty 50,17-03-2023,17111.8,17100.05,-11.75,-0.068666067,2023
Nifty 50,16-03-2023,16994.65,16985.6,-9.05,-0.053252053,2023
Nifty 50,15-03-2023,17166.45,16972.15,-194.3,-1.131858946,2023
Nifty 50,14-03-2023,17160.55,17043.3,-117.25,-0.683253159,2023
Nifty 50,13-03-2023,17421.9,17154.3,-267.6,-1.535997796,2023
Nifty 50,10-03-2023,17443.8,17412.9,-30.9,-0.177140302,2023
Nifty 50,09-03-2023,17772.05,17589.6,-182.45,-1.026612012,2023
Nifty 50,08-03-2023,17665.75,17754.4,88.65000000000146,0.5018184905820667,2023
Nifty 50,06-03-2023,17680.35,17711.45,31.100000000002183,0.17590149516272124,2023
Nifty 50,03-03-2023,17451.25,17594.35,143.09999999999854,0.8199985674378543,2023
Nifty 50,02-03-2023,17421.5,17321.9,-99.6,-0.571707373,2023
Nifty 50,01-03-2023,17360.1,17450.9,90.80000000000291,0.5230384617600298,2023
Nifty 50,28-02-2023,17383.25,17303.95,-79.3,-0.456186271,2023
Nifty 50,27-02-2023,17428.6,17392.7,-35.9,-0.205983269,2023
Nifty 50,24-02-2023,17591.35,17465.8,-125.55,-0.713703042,2023
Nifty 50,23-02-2023,17574.65,17511.25,-63.4,-0.360746871,2023
Nifty 50,22-02-2023,17755.35,17554.3,-201.05,-1.132334761,2023
Nifty 50,21-02-2023,17905.8,17826.7,-79.1,-0.441756302,2023
Nifty 50,20-02-2023,17965.55,17844.6,-120.95,-0.673232937,2023
Nifty 50,17-02-2023,17974.85,17944.2,-30.65,-0.170516027,2023
Nifty 50,16-02-2023,18094.75,18035.85,-58.9,-0.32550878,2023
Nifty 50,15-02-2023,17896.6,18015.85,119.25,0.6663276823530727,2023
Nifty 50,14-02-2023,17840.35,17929.85,89.5,0.5016717721345153,2023
Nifty 50,13-02-2023,17859.1,17770.9,-88.2,-0.493865872,2023
Nifty 50,10-02-2023,17847.55,17856.5,8.950000000000728,0.050146939,2023
Nifty 50,09-02-2023,17885.5,17893.45,7.950000000000728,0.044449414,2023
Nifty 50,08-02-2023,17750.3,17871.7,121.40000000000146,0.6839321025560213,2023
Nifty 50,07-02-2023,17790.1,17721.5,-68.6,-0.385607726,2023
Nifty 50,06-02-2023,17818.55,17764.6,-53.95,-0.302774356,2023
Nifty 50,03-02-2023,17721.75,17854.05,132.29999999999927,0.7465402683143554,2023
Nifty 50,02-02-2023,17517.1,17610.4,93.30000000000291,0.5326224089604039,2023
Nifty 50,01-02-2023,17811.6,17616.3,-195.3,-1.096476454,2023
Nifty 50,31-01-2023,17731.45,17662.15,-69.3,-0.390830981,2023
Nifty 50,30-01-2023,17541.95,17648.95,107,0.6099663948420786,2023
Nifty 50,27-01-2023,17877.2,17604.35,-272.85,-1.526245721,2023
Nifty 50,25-01-2023,18093.35,17891.95,-201.4,-1.113116145,2023
Nifty 50,24-01-2023,18183.95,18118.3,-65.65,-0.361032669,2023
Nifty 50,23-01-2023,18118.45,18118.55,0.1,0.000551924,2023
Nifty 50,20-01-2023,18115.6,18027.65,-87.95,-0.485493166,2023
Nifty 50,19-01-2023,18119.8,18107.85,-11.95,-0.065949955,2023
Nifty 50,18-01-2023,18074.3,18165.35,91.04999999999927,0.5037539489772732,2023
Nifty 50,17-01-2023,17922.8,18053.3,130.5,0.7281228379494276,2023
Nifty 50,16-01-2023,18033.15,17894.85,-138.3,-0.766920921,2023
Nifty 50,13-01-2023,17867.5,17956.6,89.09999999999854,0.4986707709528392,2023
Nifty 50,12-01-2023,17920.85,17858.2,-62.65,-0.349592793,2023
Nifty 50,11-01-2023,17924.25,17895.7,-28.55,-0.15928142,2023
Nifty 50,10-01-2023,18121.3,17914.15,-207.15,-1.143129908,2023
Nifty 50,09-01-2023,17952.55,18101.2,148.65000000000146,0.8280160757107011,2023
Nifty 50,06-01-2023,18008.05,17859.45,-148.6,-0.825186514,2023
Nifty 50,05-01-2023,18101.95,17992.15,-109.8,-0.606564486,2023
Nifty 50,04-01-2023,18230.65,18042.95,-187.7,-1.029584793,2023
Nifty 50,03-01-2023,18163.2,18232.55,69.34999999999854,0.38181597956306457,2023
Nifty 50,02-01-2023,18131.7,18197.45,65.75,0.3626245746399951,2023
Nifty 50,30-12-2022,18259.1,18105.3,-153.8,-0.84231972,2022
Nifty 50,29-12-2022,18045.7,18191,145.29999999999927,0.8051779648337236,2022
Nifty 50,28-12-2022,18084.75,18122.5,37.75,0.20873940751185394,2022
